,Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total,Is Holiday Period,Month,Profit Percentage
2084,5645-1,2014-10-06,Sanjit Jacobs,"541 Church St,Richmond",Melbourne,VIC,Home Office,Yvette Biti,Low,Artisan 481 Labels,Technology,Small Box,Regular Air,07-10-2014,1.94,$3.08,1.14,44.0,$141.68,3%,$5.67,136.01,$0.99,$137.00,False,2014-10,58.762886597938135
2085,5645-1,2014-10-06,Ritsa Hightower,"1/160 Anzac Parade,Kensington",Sydney,NSW,Corporate,Natasha Song,Low,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,07-10-2014,1.94,$3.08,1.14,8.0,$141.68,5%,$5.67,136.01,$0.99,$137.00,False,2014-10,58.762886597938135
2086,5645-1,2014-10-06,Otrick Jones,"221 Barkly St,St Kilda",Melbourne,VIC,Corporate,Yvette Biti,Medium,Artisan 481 Labels,Technology,Small Box,Regular Air,07-10-2014,1.94,$3.08,1.14,34.0,$141.68,7%,$5.67,136.01,$0.99,$137.00,False,2014-10,58.762886597938135
2087,5645-1,2014-10-22,Roger Demir,"5/153 Ermore Rd,Enmore",Sydney,NSW,Corporate,Leighton Forrest,High,Artisan 481 Labels,Technology,Jumbo Drum,Delivery Truck,22-10-2014,1.94,$3.08,1.14,13.0,$141.68,4%,$5.67,136.01,$0.99,$137.00,False,2014-10,58.762886597938135
2088,5645-1,2014-10-18,Danine Chand,"127 Liverpool St,Sydney",Sydney,NSW,Consumer,Samantha Chairs,High,Artisan 481 Labels,Office Supplies,Small Pack,Regular Air,21-10-2014,1.94,$3.08,1.14,37.0,$141.68,8%,$5.67,136.01,$0.99,$137.00,False,2014-10,58.762886597938135
2089,5645-1,2014-10-10,Harold Dahlen,"53-55 Liverpool St,Sydney",Sydney,NSW,Small Business,Tina Carlton,Low,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,17-12-2014,1.94,$3.08,1.14,47.0,$141.68,4%,$5.67,136.01,$0.99,$137.00,False,2014-10,58.762886597938135
2090,5645-1,2014-10-04,Patrick OBrill,"438 Victoria Avenue,Chatswood",Sydney,NSW,Corporate,Natasha Song,Critical,"Artisan Flip-Chart Easel Binder, Black",Technology,Medium Box,Regular Air,06-10-2014,13.88,$22.38,8.5,42.0,$376.62,7%,$0.00,371.66,$15.10,$382.66,False,2014-10,61.23919308357348
2091,5645-1,2014-09-27,Cindy Chapman,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Critical,Artisan 474 Labels,Office Supplies,Wrap Bag,Regular Air,02-10-2014,1.84,$2.88,1.04,35.0,$74.88,9%,$0.75,74.33,$0.99,$76.63,False,2014-09,56.52173913043478
2092,5645-1,2014-10-02,Patrick Jones,"222 Barkly St,St Kilda",Melbourne,VIC,Consumer,Yvette Biti,Medium,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,03-10-2014,1.94,$3.08,1.14,32.0,$131.60,2%,$9.53,136.01,$0.99,$137.00,False,2014-10,58.762886597938135
2093,5645-1,2015-03-31,Carl Ludwig,"221 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,High,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,02-04-2015,2.45,$3.89,1.44,18.0,$193.92,4%,$11.60,194.12,$7.01,$195.21,True,2015-03,58.77551020408163
2094,5645-1,2014-10-06,Sanjit Jacobs,"541 Church St,Richmond",Melbourne,VIC,Consumer,Yvette Biti,Not Specified,Artisan 481 Labels,Office Supplies,Wrap Bag,Regular Air,07-10-2014,1.94,$3.08,1.14,32.0,$141.68,1%,$5.67,136.01,$0.99,$137.00,False,2014-10,58.762886597938135
2095,5645-1,2014-11-26,Maurice Satty,"188 Pitt Street,Sydney",Melbourne,VIC,Home Office,Tina Carlton,Medium,Artisan 479 Labels,Office Supplies,Small Box,Express Air,28-11-2014,1.59,$2.61,1.02,24.0,$79.90,8%,$6.39,73.51,$0.50,$80.01,False,2014-11,64.15094339622641
2096,5646-1,2013-08-09,Aaron Bergman,"Westfield Sydney,Sydney",Sydney,NSW,Small Business,Natasha Song,Not Specified,3Max Organizer Strips,Office Supplies,Small Box,Regular Air,16-08-2013,3.4,$5.40,2.0,27.0,$184.72,3%,$7.32,174.51,$7.78,$178.20,False,2013-08,58.82352941176471
2097,5646-1,2015-07-24,Renkel Kennedy,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Small Business,Phoebe Gour,Not Specified,Colored Envelopes,Technology,Small Box,Regular Air,04-07-2015,2.25,$3.69,1.44,21.0,$4.96,0%,$0.00,9.62,$2.50,$10.55,False,2015-07,64.0
2098,5646-1,2015-02-03,Tom Stivers,"21 Wentworth St,Parramatta",Sydney,NSW,Home Office,Aanya Zhang,Medium,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,02-03-2015,1.94,$3.08,1.14,41.0,$119.50,1%,$4.95,115.59,$0.99,$116.40,False,2015-02,58.762886597938135
2099,5646-1,2014-09-03,Odella Nelson,"523 King St,Newtown",Sydney,NSW,Corporate,Aanya Zhang,Not Specified,Col-Erase Pencils with Erasers,Furniture,Small Pack,Regular Air,05-09-2014,2.68,$6.08,3.4,44.0,$197.65,3%,$0.00,175.32,$1.17,$173.10,False,2014-09,126.86567164179104
2100,5647-1,2015-03-02,Sarah Bern,"61 York St,Sydney",Sydney,NSW,Corporate,Leighton Forrest,Not Specified,Artisan Binder Labels,Technology,Small Box,Regular Air,03-03-2015,2.45,$3.89,1.44,2.0,$239.40,7%,$2.69,236.01,$7.01,$241.90,False,2015-03,58.77551020408163
2101,5647-1,2014-10-09,Tanja Norvell,"541 Church St,Richmond",Melbourne,VIC,Small Business,Yvette Biti,High,Apex Box Cutter Scissors,Office Supplies,Small Box,Express Air,09-10-2014,4.19,$10.23,6.04,30.0,$378.51,3%,$30.28,348.23,$4.68,$352.91,False,2014-10,144.1527446300716
2102,5648-1,2014-10-10,Harold Dahlen,"53-55 Liverpool St,Sydney",Sydney,NSW,Small Business,Tina Carlton,Not Specified,Artisan Reinforcements for Hole-Punch Pages,Office Supplies,Small Pack,Regular Air,17-10-2014,1.19,$1.98,0.79,49.0,$75.24,8%,$3.76,71.48,$4.77,$76.25,False,2014-10,66.38655462184875
2103,5648-1,2014-10-10,Harold Dahlen,"127 Liverpool St,Sydney",Sydney,NSW,Small Business,Samantha Chairs,Not Specified,Artisan Reinforcements fot Hole-Punch Pages,Office Supplies,Small Box,Regular Air,17-10-2014,1.19,$1.98,0.79,27.0,$75.24,3%,$3.76,71.48,$4.77,$76.25,False,2014-10,66.38655462184875
2104,5649-1,2013-06-25,Cindy Chapman,"53-55 Liverpool St,Sydney",Sydney,NSW,Home Office,Tina Carlton,Not Specified,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,27-06-2013,1.18,$1.88,0.7,8.0,$8.94,1%,$0.80,8.15,$1.49,$10.75,False,2013-06,59.32203389830508
2105,5649-1,2014-11-26,Maurice Satty,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Critical,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Small Box,Regular Air,28-11-2014,21.56,$36.55,14.99,36.0,$79.90,5%,$6.39,73.51,$13.89,$80.01,False,2014-11,69.52690166975883
2106,5650-1,2015-01-14,Maya Herman,"273 George Street,Sydney",Sydney,NSW,Corporate,Leighton Forrest,High,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Wrap Bag,Regular Air,15-01-2015,21.56,$36.55,14.99,12.0,$870.98,2%,$61.30,807.58,$13.89,$839.63,False,2015-01,69.52690166975883
2107,5650-2,2015-03-06,Pamela Stobb,"273 George Street,Sydney",Sydney,NSW,Corporate,Leighton Forrest,Medium,Artisan Binder Labels,Technology,Medium Box,Regular Air,06-03-2015,2.45,$3.89,1.44,33.0,$5.64,1%,$0.00,6.16,$7.01,$12.64,False,2015-03,58.77551020408163
2108,5651-1,2014-10-15,Vicky Freymann,"501 George St,Sydney",Sydney,NSW,Consumer,Samantha Chairs,Critical,Ames Color-File Green Diamond Border X-ray Mailers,Office Supplies,Small Box,Regular Air,19-10-2014,52.07,$83.98,31.91,43.0,"$2,855.32",5%,$171.32,2684.0,$5.01,"$2,689.01",False,2014-10,61.28288841943538
2109,5652-1,2015-05-14,Chad McGuire,"73 MacLeay St,Potts Point",Sydney,NSW,Small Business,Natasha Song,High,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,15-05-2015,1.18,$1.88,0.7,18.0,$36.92,1%,$1.64,36.24,$1.49,$37.80,False,2015-05,59.32203389830508
2110,5652-1,2013-07-29,Nick Zandusky,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Medium,Binding Machine Supplies,Office Supplies,Small Box,Regular Air,30-07-2013,18.38,$29.17,10.79,22.0,$581.52,2%,$41.48,342.22,$6.27,$335.25,False,2013-07,58.70511425462459
2111,5652-1,2015-01-26,Darrin Sayre,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Consumer,Phoebe Gour,Low,Artisan 479 Labels,Office Supplies,Wrap Bag,Regular Air,28-01-2015,1.59,$2.61,1.02,23.0,$87.52,9%,$2.83,81.97,$0.50,$82.61,True,2015-01,64.15094339622641
2112,5652-1,2014-06-19,Barry Pond,"99 Lygon Street,East Brunswick",Melbourne,VIC,Consumer,Connor Betts,Low,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Box,Regular Air,21-06-2014,4.53,$7.30,2.77,8.0,$142.98,9%,$12.52,133.65,$7.72,$134.00,False,2014-06,61.147902869757175
2113,5653-1,2014-11-03,Pete Armstrong,"506 Swan Street,Richmond",Melbourne,VIC,Home Office,Connor Betts,Medium,Artisan Hole Reinforcements,Office Supplies,Small Box,Regular Air,07-11-2014,3.99,$6.23,2.24,50.0,$374.44,7%,$0.00,374.44,$6.97,$377.56,False,2014-11,56.14035087719298
2114,5653-1,2014-10-16,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,Critical,EcoTones Memo Sheets,Office Supplies,Wrap Bag,Regular Air,17-10-2014,2.52,$4.00,1.48,10.0,$144.00,10%,$1.44,142.56,$1.30,$143.86,False,2014-10,58.730158730158735
2115,5653-1,2014-10-16,Odella Nelson,"523 King St,Newtown",Sydney,NSW,Corporate,Aanya Zhang,Low,EcoTones Memo Sheets,Office Supplies,Wrap Bag,Express Air,18-10-2014,2.52,$4.00,1.48,34.0,$144.00,3%,$1.44,142.56,$1.30,$143.86,False,2014-10,58.730158730158735
2116,5653-1,2014-10-28,Eugene Moren,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Consumer,Mihael Khan,Low,Laser DVD-RAM discs,Office Supplies,Small Box,Regular Air,29-10-2014,20.18,$35.41,15.23,44.0,"$1,601.92",3%,$81.30,1761.72,$1.99,"$1,687.46",False,2014-10,75.47076313181368
2117,5653-1,2013-12-02,Dirly Steele,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,Critical,Steady Pocket Accent Highlighters,Technology,Small Box,Regular Air,03-12-2013,0.93,$1.60,0.67,12.0,$63.92,10%,$0.67,63.1,$1.29,$63.68,False,2013-12,72.04301075268818
2118,5653-1,2014-10-16,Patrick Jones,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Home Office,Preston Senome,High,Drown Colored Pencils,Office Supplies,Wrap Bag,Regular Air,17-10-2014,4.37,$9.11,4.74,50.0,$144.00,9%,$1.44,142.56,$2.25,$143.86,False,2014-10,108.46681922196797
2119,5653-1,2014-10-16,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,VIC,Consumer,Yvette Biti,Not Specified,EcoTones Memo Sheets,Office Supplies,Small Box,Regular Air,17-10-2014,2.52,$4.00,1.48,37.0,$144.00,3%,$1.44,142.56,$1.30,$143.86,False,2014-10,58.730158730158735
2120,5654-1,2013-11-26,Tanja Norvell,"541 Church St,Richmond",Melbourne,VIC,Small Business,Yvette Biti,High,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Small Box,Express Air,27-11-2013,21.56,$36.55,14.99,47.0,$699.30,0%,$24.96,620.36,$13.89,$633.86,False,2013-11,69.52690166975883
2121,5654-1,2013-08-20,Resan Morkmat,"523 King St,Newtown",Sydney,NSW,Small Business,Aanya Zhang,Medium,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Wrap Bag,Regular Air,21-08-2013,4.53,$7.30,2.77,2.0,$197.96,3%,$3.96,193.82,$7.72,$195.23,False,2013-08,61.147902869757175
2122,5654-1,2015-09-08,Guy Armstrong,"5/63-71 Enmore Rd,Newtown",Sydney,NSW,Home Office,Charlie Bui,High,"Laser Neon Mac Format Diskettes, 10/Pack",Office Supplies,Small Box,Regular Air,10-09-2015,1.87,$8.12,6.25,35.0,$144.68,3%,$2.69,136.11,$2.83,$137.00,False,2015-09,334.22459893048125
2123,5654-1,2013-10-05,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Home Office,Tina Carlton,High,Pizazz Drawing Pencil Set,Office Supplies,Small Box,Regular Air,07-10-2013,1.53,$2.78,1.25,15.0,$141.20,9%,$1.42,133.38,$1.34,$136.03,False,2013-10,81.69934640522875
2124,5654-1,2014-09-21,George Ashbrook,"506 Swan Street,Richmond",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Self-Adhesive Removable Labels,Furniture,Small Pack,Regular Air,22-09-2014,1.98,$3.15,1.17,7.0,$63.10,1%,$2.63,56.13,$0.49,$56.63,False,2014-09,59.09090909090908
2125,5655-1,2014-10-06,Sanjit Jacobs,"541 Church St,Richmond",Melbourne,VIC,Corporate,Yvette Biti,Critical,Artisan 481 Labels,Office Supplies,Wrap Bag,Express Air,07-10-2014,1.94,$3.08,1.14,16.0,$141.68,9%,$5.67,136.01,$0.99,$137.02,False,2014-10,58.762886597938135
2126,5655-1,2013-05-20,Brad Eason,"1737 Botany Rd,Banksmeadow",Sydney,NSW,Small Business,Nicholas Fernandes,Low,Artisan 479 Labels,Technology,Jumbo Drum,Delivery Truck,22-05-2013,1.59,$2.61,1.02,18.0,$99.92,9%,$9.99,98.11,$0.50,$95.11,False,2013-05,64.15094339622641
2127,5655-1,2014-10-16,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Artisan Hi-Liter Fluorescent Desk Style Markers,Office Supplies,Wrap Bag,Regular Air,17-10-2014,1.76,$3.38,1.62,45.0,$144.00,10%,$1.44,142.56,$0.85,$143.86,False,2014-10,92.04545454545455
2128,5655-1,2013-06-21,Giulietta Dortch,"523 King St,Newtown",Sydney,NSW,Home Office,Aanya Zhang,High,EcoTones Memo Sheets,Technology,Small Pack,Regular Air,23-06-2013,2.52,$4.00,1.48,30.0,$144.20,8%,$1.49,142.66,$1.30,$143.86,False,2013-06,58.730158730158735
2129,5655-1,2014-04-13,Berenike Kampe,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Medium,Apex Preferred Stainless Steel Scissors,Office Supplies,Wrap Bag,Regular Air,11-04-2014,2.5,$5.68,3.18,20.0,$137.62,5%,$0.00,137.62,$3.60,$127.03,True,2014-04,127.2
2130,5655-1,2015-10-01,Linda Southworth,"2a/285A Crown St,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,Critical,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,Small Box,Regular Air,14-10-2015,0.9,$2.10,1.2,10.0,$75.20,9%,$0.60,74.09,$0.70,$71.48,False,2015-10,133.33333333333331
2131,5655-2,2014-10-19,Barry Franz,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Small Business,Yvette Biti,Low,EcoTones Memo Sheets,Office Supplies,Small Box,Regular Air,20-10-2014,2.52,$4.00,1.48,40.0,$76.00,5%,$0.76,75.24,$1.30,$76.54,False,2014-10,58.730158730158735
2132,5655-2,2015-10-20,Eva Jacobs,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,Low,EcoTones Memo Sheets,Office Supplies,Small Box,Regular Air,24-10-2015,2.52,$4.00,1.48,18.0,$75.00,2%,$0.76,75.24,$1.30,$76.54,False,2015-10,58.730158730158735
2133,5655-2,2014-10-17,Sam Craven,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Corporate,Connor Betts,Not Specified,EcoTomes Memo Sheets,Office Supplies,Wrap Bag,Regular Air,19-10-2014,2.52,$4.00,1.48,28.0,$76.00,0%,$0.76,75.24,$1.30,$76.54,False,2014-10,58.730158730158735
2134,5655-2,2014-07-07,Mike Gockenbach,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Critical,EcoTones Memo Sheets,Office Supplies,Small Box,Regular Air,08-07-2014,2.52,$4.00,1.48,12.0,$86.06,2%,$1.76,75.24,$1.30,$76.54,False,2014-07,58.730158730158735
2135,5655-2,2014-08-07,Bryan Spruell,"1 John Street,Waterloo",Sydney,NSW,Home Office,Charlie Bui,Low,EcoTones Memo Sheets,Office Supplies,Small Box,Regular Air,07-08-2014,2.52,$4.00,1.48,4.0,$84.00,8%,$7.68,75.24,$1.30,$76.53,False,2014-08,58.730158730158735
2136,5657-1,2016-09-11,Lena Creighton,"127 Liverpool St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,Medium,Apex Preferred Stainless Steel Scissors,Office Supplies,Wrap Bag,Regular Air,11-09-2016,2.5,$5.68,3.18,21.0,$31.86,6%,$2.54,31.86,$3.60,$134.50,False,2016-09,127.2
2137,5657-1,2015-05-02,Cindy Schnelling,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,High,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Office Supplies,Small Box,Regular Air,02-05-2015,56.16,$136.98,80.82,23.0,$475.72,2%,$23.56,423.67,$24.49,$456.01,True,2015-05,143.9102564102564
2138,5657-1,2014-10-10,Patrick Jones,"222 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,Critical,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,10-10-2014,1.59,$2.61,1.02,43.0,$14.20,3%,$0.59,13.19,$0.50,$13.82,False,2014-10,64.15094339622641
2139,5657-1,2014-06-18,Toby Swindell,"273 George Street,Sydney",Sydney,NSW,Small Business,Leighton Forrest,High,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,18-06-2014,2.5,$5.68,3.18,2.0,$134.64,5%,$8.68,131.04,$3.60,$132.93,False,2014-06,127.2
2140,5658-1,2014-10-18,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,Not Specified,Artisan 48 Labels,Office Supplies,Wrap Bag,Regular Air,20-10-2014,3.84,$6.30,2.46,39.0,$50.40,8%,$0.50,49.9,$0.50,$50.40,False,2014-10,64.0625
2141,5658-1,2014-10-18,Patrick Jones,"222 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,Not Specified,Artisan 48 Labels,Office Supplies,Wrap Bag,Regular Air,20-10-2014,3.84,$6.30,2.46,1.0,$50.40,9%,$0.50,49.9,$0.50,$50.40,False,2014-10,64.0625
2142,5658-1,2014-10-18,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,VIC,Corporate,Yvette Biti,High,Artisan 479 Labels,Office Supplies,Wrap Bag,Regular Air,20-10-2014,1.59,$2.61,1.02,13.0,$50.40,7%,$0.50,49.9,$0.50,$50.40,False,2014-10,64.15094339622641
2143,5658-1,2014-10-27,Sam Craven,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Consumer,Connor Betts,High,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,29-10-2014,1.84,$2.88,1.04,22.0,$50.40,10%,$0.50,49.9,$0.99,$50.40,False,2014-10,56.52173913043478
2144,5658-1,2015-05-27,Brian DeCherney,"531 King St,Newtown",Sydney,NSW,Corporate,Mihael Khan,High,Artisan 479 Labels,Technology,Small Box,Express Air,29-05-2015,1.59,$2.61,1.02,47.0,$66.60,0%,$5.41,52.69,$0.50,$53.40,False,2015-05,64.15094339622641
2145,5658-1,2014-10-18,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,VIC,Corporate,Yvette Biti,High,Artisan 479 Labels,Technology,Small Box,Regular Air,20-10-2014,1.59,$2.61,1.02,7.0,$50.40,7%,$0.50,49.9,$0.50,$50.40,False,2014-10,64.15094339622641
2146,5658-1,2014-10-18,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,VIC,Consumer,Yvette Biti,Medium,Artisan 479 Labels,Office Supplies,Wrap Bag,Regular Air,20-10-2014,1.59,$2.61,1.02,20.0,$50.40,3%,$0.50,49.9,$0.50,$50.40,False,2014-10,64.15094339622641
2147,5658-2,2014-07-18,Art Miller,"8 Quay Street,Haymarket",Sydney,NSW,Corporate,Leighton Forrest,High,Artisan Reinforcements for Hole-Punch Pages,Office Supplies,Wrap Bag,Regular Air,19-07-2014,1.19,$1.98,0.79,12.0,$50.40,2%,$0.50,49.9,$4.77,$50.40,False,2014-07,66.38655462184875
2148,5659-1,2014-09-23,Nathan Mautz,"412 Brunswick St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Medium,Artisan Durable Binders,Office Supplies,Wrap Bag,Regular Air,25-09-2014,1.84,$2.88,1.04,6.0,$83.60,1%,$2.63,74.19,$1.49,$74.58,False,2014-09,56.52173913043478
2149,5659-1,2014-08-13,Sara Luxemburg,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Cando PC940 Copier,Office Supplies,Small Box,Express Air,15-08-2014,278.99,$449.99,171.0,1.0,$198.86,0%,$5.95,1182.11,$49.00,"$1,029.45",False,2014-08,61.2925194451414
2150,5659-1,2014-08-06,Carol Adams,"181 Enmore Rd,Enmore",Sydney,NSW,Consumer,Radhya Staples,High,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,06-08-2014,2.45,$3.89,1.44,42.0,$191.36,10%,$19.14,172.22,$7.01,$173.71,False,2014-08,58.77551020408163
2151,5661-1,2014-10-20,George Ashbrook,"506 Swan Street,Richmond",Melbourne,VIC,Consumer,Connor Betts,Critical,TechSavi Access Keyboard,Office Supplies,Wrap Bag,Regular Air,22-10-2014,10.07,$15.98,5.91,50.0,$607.24,9%,$60.72,546.52,$4.00,$553.02,False,2014-10,58.68917576961271
2152,5661-1,2014-10-22,George Ashbrook,"506 Swan Street,Richmond",Melbourne,VIC,Small Business,Connor Betts,High,TechSavi Access Keyboard,Technology,Small Box,Regular Air,23-10-2014,8.31,$15.98,7.67,23.0,$607.24,10%,$60.72,536.52,$6.50,$553.02,False,2014-10,92.29843561973526
2153,5661-1,2014-10-27,Mike Gockenbach,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Medium,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,Office Supplies,Small Box,Regular Air,31-10-2014,2.16,$3.85,1.69,21.0,$38.50,2%,$2.31,36.19,$0.70,$36.89,False,2014-10,78.24074074074073
2154,5661-1,2013-10-13,Sheri Gordon,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Critical,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,Regular Air,14-10-2013,1.6,$2.62,1.02,40.0,$36.92,9%,$0.36,36.52,$0.80,$37.82,False,2013-10,63.74999999999999
2155,5662-1,2014-09-04,Aaron Bergman,"Westfield Sydney,Sydney",Sydney,NSW,Home Office,Natasha Song,Not Specified,Binding Machine Supplies,Office Supplies,Small Box,Regular Air,05-09-2014,18.38,$29.17,10.79,33.0,$130.55,9%,$1.31,129.24,$6.27,$143.46,False,2014-09,58.70511425462459
2156,5662-1,2016-01-28,Sean ODonnell,"541 Church St ,Richmond",Melbourne,VIC,Corporate,Yvette Biti,Critical,PastelOcean Color Pencil Set,Technology,Small Box,Regular Air,29-01-2016,11.11,$19.84,8.73,44.0,$732.04,3%,$50.36,663.56,$4.10,$654.74,True,2016-01,78.57785778577858
2157,5663-1,2014-10-21,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Small Business,Yvette Biti,High,Artisan Hi-Liter Smear-Safe Highlighters,Office Supplies,Small Box,Express Air,21-10-2014,2.98,$5.84,2.86,18.0,$374.44,3%,$0.00,374.44,$0.83,$377.56,False,2014-10,95.9731543624161
2158,5663-1,2014-10-21,Lindsay Shagiari,"5/250 Old Northern Road ,Castle Hill",Sydney,NSW,Home Office,Nicholas Fernandes,High,Artisan Hi-Liter Fluorescent Desk Style Markers,Office Supplies,Small Box,Regular Air,22-10-2014,1.76,$3.38,1.62,30.0,$374.44,9%,$0.00,374.44,$0.85,$377.56,False,2014-10,92.04545454545455
2159,5663-1,2014-10-21,Roger Demir,"181 Enmore Rd,Enmore",Sydney,NSW,Consumer,Radhya Staples,High,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,Wrap Bag,Regular Air,22-10-2014,4.48,$8.14,3.66,43.0,$374.44,6%,$0.00,374.44,$3.12,$377.56,False,2014-10,81.69642857142857
2160,5663-1,2014-10-21,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Low,Artisan Hanging File Binders,Office Supplies,Wrap Bag,Regular Air,21-10-2014,3.65,$5.98,2.33,48.0,$374.44,10%,$0.00,374.44,$1.49,$377.56,False,2014-10,63.83561643835617
2161,5663-1,2014-11-03,Robert Barroso,"163 Concord Road,North Strathfield",Sydney,NSW,Small Business,Charlie Bui,Critical,Artisan Heavy-Duty EZD  Binder With Locking Rings,Office Supplies,Small Box,Regular Air,04-11-2014,3.52,$5.58,2.06,42.0,$374.44,7%,$0.00,374.44,$2.99,$377.56,False,2014-11,58.52272727272727
2162,5663-1,2014-11-03,Pete Armstrong,"506 Swan Street,Richmond",Melbourne,VIC,Small Business,Connor Betts,Medium,Artisan Hole Reinforcements,Office Supplies,Wrap Bag,Regular Air,07-11-2014,3.99,$6.23,2.24,31.0,$374.44,0%,$0.00,374.44,$6.97,$377.56,False,2014-11,56.14035087719298
2163,5665-1,2015-07-19,Laura Armstrong,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Low,Artisan Hi-Liter Smear-Safe Highlighters,Office Supplies,Wrap Bag,Express Air,20-07-2015,2.98,$5.84,2.86,42.0,$110.76,8%,$8.36,101.26,$0.83,$102.92,False,2015-07,95.9731543624161
